"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"231",266,"2021-10-08 10:25:53",9,"en",1890946649,"H5U74sHDOBWARBa","2021-10-08 10:12:22","2021-10-08 10:25:53","84.254.105.180","","7","50 to 59","> 15 years","5","Yes",NA,"3","9","9","5","to a large extent","No","Yes","No","No","Yes","","quite centrally","quite centrally","no","no","only marginally","only marginally","only marginally","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","false","false","false","false","false","yes","yes","no","no","yes","No","No","7","7","0..not at all","7","0..not at all","0..not at all","7","changing understanding","other","","changing understanding","","","changing understanding","","Not applicable","N/A","N/A","N/A","","7","0..not at all","0..not at all","0..not at all","0..not at all","8","yes","no","yes","no","yes","yes","yes","no","no","no","yes","yes","I don't know","I don't know","I don't know","yes","","","",NA
"232",267,"2021-10-08 11:52:11",9,"en",547363603,"vCf2a2aQMegrATn","2021-10-08 11:46:20","2021-10-08 11:52:11","131.130.161.85","","7","40 to 49","> 15 years","0..not at all","Yes",NA,"","10..fully","8","8","to a minor extent","No","No","No","Yes","No","","quite centrally","no","only marginally","only marginally","only marginally","no","only marginally","co-created (collaborative + participated in designing study and/or determining objectives)","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","true","true","true","false","false","no","no","no","no","no","Yes","Yes","3","0..not at all","5","5","5","5","8","changing understanding","","changing understanding","changing understanding","changing understanding","changing understanding","changing understanding","","2","N/A","N/A","N/A","","7","6","6","5","6","7","yes","yes","yes","no","no","no","yes","no","no","no","yes","yes","I don't know","I don't know","I don't know","yes","","","",NA
"233",268,"2021-10-08 13:18:43",9,"en",1615613548,"76VRHCe3JisXJHT","2021-10-08 13:05:34","2021-10-08 13:18:43","129.194.183.29","","7","50 to 59","> 15 years","2","Yes",NA,"","10..fully","10..fully","4","no","Yes","No","No","No","No","","only marginally","no","no","only marginally","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","","","yes","yes","no","yes","yes","No","No","0..not at all","7","0..not at all","0..not at all","0..not at all","0..not at all","5","","changing understanding","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","","yes","yes","yes","no","yes","no","yes","","10..very highly scalable","Not applicable","Not applicable","no","","","",NA
"234",269,"2021-10-08 15:02:01",9,"en",747566103,"7pEf5UFhyFHiFJ0","2021-10-08 14:45:45","2021-10-08 15:02:01","2a02:aa16:387f:3680:21cd:500f:4d23:8a75","","5","60 to 69","> 15 years","5","Yes",NA,"2","10..fully","7","5","to a large extent","Yes","No","No","No","No","","only marginally","no","no","no","quite centrally","no","quite centrally","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","collaborative (contributory + interpreting data and/or drawing conclusions)","false","false","true","true","false","yes","no","no","no","no","No","Yes","0..not at all","0..not at all","0..not at all","2","0..not at all","0..not at all","3","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","2","2","4","0..not at all","2","8","yes","no","yes","no","no","yes","yes","no","no","no","yes","no","","","","no","","","",NA
"235",270,"2021-10-08 16:37:19",9,"en",1022081734,"FkoSazaZIot3moU","2021-10-08 16:15:14","2021-10-08 16:37:19","146.4.19.34","","3","40 to 49","> 15 years","0..not at all","Yes",NA,"","10..fully","6","","to a minor extent","No","No","No","Yes","No","","only marginally","only marginally","only marginally","only marginally","no","only marginally","only marginally","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","false","false","true","true","true","yes","yes","no","yes","yes","No","No","","3","0..not at all","5","1","5","10..to a high degree","","changing understanding","","changing understanding","","changing awareness","changing understanding","","","N/A","N/A","N/A","","","Not applicable","Not applicable","Not applicable","Not applicable","","yes","no","no","yes","yes","yes","no","no","no","yes","yes","yes","","","","no","","","",NA
"236",271,"2021-10-08 16:32:23",9,"en",324379323,"KINyFhdatTzMai3","2021-10-08 16:22:28","2021-10-08 16:32:23","130.60.63.231","","2","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","5","0..not at all","no","No","No","No","No","No","","quite centrally","no","no","quite centrally","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","no","no","no","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","6","8","","","","","","changing attitude","changing understanding","","2","N/A","N/A","N/A","","0..not at all","0..not at all","3","2","2","3","yes","yes","yes","no","no","yes","yes","no","no","no","no","no","6","8","4","yes","","","I do not believe that the issues of the project addressed (i.e. ""Gestures of Transition"") can be linked into the frame of this questionnaire, since it was an almost exclusively academic project.",NA
"237",272,"2021-10-13 15:28:03",9,"en",118633258,"ONqocSR6NCrLJ8D","2021-10-08 17:37:01","2021-10-13 15:28:03","192.135.27.141","","7","50 to 59","> 15 years","8","Yes",NA,"8","9","","","to a minor extent","No","No","No","Yes","Yes","fundamental science","quite centrally","quite centrally","no","quite centrally","quite centrally","quite centrally","quite centrally","co-created (collaborative + participated in designing study and/or determining objectives)","co-created (collaborative + participated in designing study and/or determining objectives)","","co-created (collaborative + participated in designing study and/or determining objectives)","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","true","","","true","yes","","yes","yes","","Yes","No","8","8","","8","","10..to a high degree","10..to a high degree","changing understanding","","","changing understanding","","changing understanding","changing understanding","","10..full extent","Yes","No","No","","10..full extent","9","8","","10..full extent","10..full extent","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","10..very highly scalable","9","9","yes","I had issues on loosing data in this long survey...","We worked with a some companies in Switzerland developing with them products. For some cases we succeded to sell them to Chinese clleagues for other research projects. Additionally we developed some medical diagnostic project and also a patent. The problem is that it is very hard to have such projects really tested in hospitals. It would be great if there would be a mediation between technology development and actual production for medical purposes. Kind of a test platform from which industry/hospitals/companies in general could become inspired to bring a research project to the level of being really used.","",NA
"238",273,"2021-10-08 18:43:56",9,"en",1063768577,"hucDfzyzSmdBqPh","2021-10-08 18:24:17","2021-10-08 18:43:56","62.202.190.144","","10..highly experienced","70 or older","> 15 years","5","Yes",NA,"8","10..fully","10..fully","10..fully","to a large extent","No","No","Yes","No","No","","no","no","only marginally","quite centrally","no","no","no","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","false","false","true","false","false","no","no","no","no","yes","No","Yes","1","1","1","0..not at all","10..to a high degree","10..to a high degree","10..to a high degree","","","","","changing awareness","changing behaviour","changing awareness","","8","No","Yes","No","influence work of international organizations","10..full extent","8","10..full extent","4","10..full extent","10..full extent","no","yes","no","no","no","no","no","no","no","no","no","no","8","8","8","no","The questionnaire should include questions relating to legal and economic problems more specifically. ","The researcher involved in the study was a member of the UNEP expert group on the subject and able to convey results and influence agenda setting in the field. ","The work was executed as a PhD in international law under my supervision. ",NA
"239",274,"2021-10-08 21:02:23",9,"en",698577729,"HAAAuhyf8DyoMVd","2021-10-08 20:55:27","2021-10-08 21:02:23","89.206.112.11","","3","40 to 49","> 15 years","2","Yes",NA,"","8","8","2","no","No","No","Yes","Yes","No","","only marginally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","no","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","6","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","8","0..not at all","yes","yes","yes","no","no","no","yes","no","no","no","no","no","","","","no","","","",NA
"240",275,"2021-10-08 22:12:51",9,"en",2138871288,"IGXRb1pczHLoQfG","2021-10-08 21:52:28","2021-10-08 22:12:51","213.55.220.62","","10..highly experienced","50 to 59","> 15 years","5","Yes",NA,"7","10..fully","2","7","to a large extent","Yes","No","Yes","No","No","open poetic spaces","quite centrally","only marginally","no","no","only marginally","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","consultative (provide information via interviews, online questionnaires, etc.)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","true","true","yes","yes","yes","yes","yes","Yes","Yes","8","1","5","2","2","5","7","changing attitude","","changing attitude","","","changing attitude","changing behaviour","","3","Yes","No","No","","8","9","9","Not applicable","9","10..full extent","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","8","8","10..very highly scalable","yes","","","There is an oxymoron here: I see artistic practices as a very valuable contribution to a society, who is obsessed with ""problem solving"", ""innovation"" and ""optimisation"", and by this often missing what is at stake. We have to learn, not to exploit everything and every bit of time, but to allow for a poetic space/time. There is more than consumption and efficiancy, which also needs to be articulated. ",NA
"241",276,"2021-10-08 22:45:29",9,"en",294979312,"sNjsWuOP3GILajz","2021-10-08 22:36:14","2021-10-08 22:45:29","2001:1715:4e28:1fa0:4880:fc58:8f37:4784","","2","50 to 59","> 15 years","5","Yes",NA,"2","10..fully","10..fully","1","to a minor extent","No","No","No","No","No","","only marginally","no","no","no","no","only marginally","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","false","false","false","true","true","yes","yes","yes","no","no","No","No","1","0..not at all","1","0..not at all","0..not at all","2","3","","","","","","","changing understanding","","3","No","Yes","No","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","no","yes","no","yes","yes","yes","no","no","no","","","","no","","","",NA
